School_Code,County,Public_Private,School_District,City,School_Name,Enrollment,UTD_NUMBER,UTD_PERCENTAGE,PME_NUMBER,PME_PERCENTAGE,PBE_PERCENTAGE,PBE_PERCENTAGE,REPORTED,Grade,YEAR
6037980,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,MUELLER CHARTER -ROBERT L.-,94,94,100,0,0,0,0,Y,7,2015-2016
6059570,SAN DIEGO,PUBLIC,CORONADO UNIFIED,CORONADO,CORONADO MIDDLE,237,229,97,0,0,8,3,Y,7,2015-2016
0127118,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ALPINE,THE HEIGHTS CHARTER,28,26,93,0,0,2,7,Y,7,2015-2016
6038095,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,EL CAJON,DEHESA ELEMENTARY,23,23,100,0,0,0,0,Y,7,2015-2016
0127167,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ESCONDIDO,COMMUNITY MONTESSORI CHARTER,24,22,92,0,0,2,8,Y,7,2015-2016
6119564,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ESCONDIDO,DEHESA CHARTER,80,49,61,0,0,31,39,Y,7,2015-2016
0129221,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,MURRIETA,METHODSCHOOLS,16,15,94,0,0,1,6,Y,7,2015-2016
0102590,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,BEAR VALLEY MIDDLE,369,365,99,0,0,4,1,Y,7,2015-2016
6116776,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,CLASSICAL ACADEMY,174,156,90,0,0,16,9,Y,7,2015-2016
6038194,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,DEL DIOS ACADEMY OF ARTS AND SCIENCES,302,298,99,0,0,4,1,Y,7,2015-2016
0128769,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HERITAGE DIGITAL ACADEMY CHARTER MIDDLE,101,95,94,0,0,6,6,Y,7,2015-2016
0101535,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HERITAGE K-8 CHARTER,62,59,95,0,0,3,5,Y,7,2015-2016
6093215,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,HIDDEN VALLEY MIDDLE,385,384,100,0,0,1,0,Y,7,2015-2016
6038210,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,MISSION MIDDLE,285,285,100,0,0,0,0,Y,7,2015-2016
6105944,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,RINCON MIDDLE,420,418,100,1,0,1,0,Y,7,2015-2016
6038277,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,JAMES E. POTTER INTERMEDIATE,417,413,99,1,0,3,1,Y,7,2015-2016
6038301,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,OCEANSIDE,MARY FAY PENDLETON ELEMENTARY,43,43,100,0,0,0,0,Y,7,2015-2016
6096515,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,SAN CLEMENTE,SAN ONOFRE ELEMENTARY,45,45,100,0,0,0,0,Y,7,2015-2016
6117303,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,GREATER SAN DIEGO ACADEMY,20,15,75,0,0,5,25,Y,7,2015-2016
6097182,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,OAK GROVE MIDDLE,72,70,97,0,0,2,3,Y,7,2015-2016
0128421,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,HARBOR SPRINGS CHARTER,77,74,96,0,0,3,4,Y,7,2015-2016
3731239,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN CHARTER,218,176,81,1,0,41,19,Y,7,2015-2016
6105845,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN JUNIOR HIGH,31,28,90,0,0,3,10,Y,7,2015-2016
0132290,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LA MESA ARTS ACADEMY,344,335,97,0,0,3,1,Y,7,2015-2016
6038558,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,PARKWAY MIDDLE,323,319,99,0,0,4,1,Y,7,2015-2016
6038590,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,SPRING VALLEY MIDDLE,235,233,99,0,0,2,1,Y,7,2015-2016
0132431,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,STEAM ACADEMY AT LA PRESA,278,278,100,0,0,0,0,Y,7,2015-2016
6038350,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKESIDE MIDDLE,242,233,96,2,1,3,1,Y,7,2015-2016
3731072,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,RIVER VALLEY CHARTER,38,0,0,0,0,6,16,Y,7,2015-2016
6085047,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,TIERRA DEL SOL MIDDLE,238,233,98,0,0,5,2,Y,7,2015-2016
0118323,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,VISTA,NATIONAL UNIVERSITY ACADEMY,43,36,84,0,0,7,16,Y,7,2015-2016
6038673,SAN DIEGO,PUBLIC,LEMON GROVE,LA MESA,VISTA LA MESA ACADEMY,56,56,100,0,0,0,0,Y,7,2015-2016
6038608,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,300,300,100,0,0,0,0,Y,7,2015-2016
6038632,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MT. VERNON ELEMENTARY,55,55,100,0,0,0,0,Y,7,2015-2016
6038681,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,CAMPO,CAMPO ELEMENTARY,43,42,98,0,0,1,2,Y,7,2015-2016
0126995,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,JACUMBA,JACUMBA MIDDLE,20,20,100,0,0,0,0,Y,7,2015-2016
0121582,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,LA MESA,COLLEGE PREPARATORY MIDDLE,60,59,98,0,0,1,2,Y,7,2015-2016
0119560,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,OCEANSIDE,SAN DIEGO NEIGHBORHOOD HOMESCHOOLS,13,5,38,0,0,8,62,Y,7,2015-2016
0127001,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,PINE VALLEY,PINE VALLEY MIDDLE,16,16,100,0,0,0,0,Y,7,2015-2016
6097190,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,POTRERO,POTRERO ELEMENTARY,34,33,97,0,0,0,0,Y,7,2015-2016
0127084,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,ACADEMY OF ARTS AND SCIENCES: DEL MAR MIDDLE & HIGH -6-12-,22,16,73,0,0,6,27,Y,7,2015-2016
0123240,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,SAN MARCOS,PIVOT CHARTER SCHOOL - SAN DIEGO,11,10,91,0,0,1,9,Y,7,2015-2016
0132621,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,BEACON CLASSICAL ACADEMY,14,14,100,0,0,0,0,Y,7,2015-2016
0101360,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,INTEGRITY CHARTER,38,37,97,0,0,1,3,Y,7,2015-2016
0113522,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,CESAR CHAVEZ MIDDLE,264,262,99,0,0,2,1,Y,7,2015-2016
0101071,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,COASTAL ACADEMY,188,149,79,0,0,22,12,Y,7,2015-2016
6038830,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,JEFFERSON MIDDLE,195,193,99,0,0,2,1,Y,7,2015-2016
6038863,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LINCOLN MIDDLE,275,270,98,0,0,5,2,Y,7,2015-2016
6111777,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MARTIN LUTHER KING JR. MIDDLE,512,503,98,0,0,9,2,Y,7,2015-2016
6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,61,58,95,0,0,3,5,Y,7,2015-2016
3731221,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,PACIFIC VIEW CHARTER,11,7,64,0,0,0,0,Y,7,2015-2016
6038913,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SANTA MARGARITA ELEMENTARY,54,54,100,0,0,0,0,Y,7,2015-2016
6115299,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,STUART MESA ELEMENTARY,28,28,100,0,0,0,0,Y,7,2015-2016
6038988,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,MEADOWBROOK MIDDLE,438,427,97,0,0,11,3,Y,7,2015-2016
6070866,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,TWIN PEAKS MIDDLE,403,401,100,0,0,1,0,Y,7,2015-2016
6107460,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,BERNARDO HEIGHTS MIDDLE,495,486,98,0,0,8,2,Y,7,2015-2016
6093223,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,BLACK MOUNTAIN MIDDLE,413,408,99,0,0,5,1,Y,7,2015-2016
6111306,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MESA VERDE MIDDLE,425,421,99,0,0,4,1,Y,7,2015-2016
0108332,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,OAK VALLEY MIDDLE,444,435,98,0,0,9,2,Y,7,2015-2016
0131250,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MOUNTAIN VALLEY ACADEMY,18,17,94,0,0,1,6,Y,7,2015-2016
6105563,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,OLIVE PEIRCE MIDDLE,389,382,98,0,0,7,2,Y,7,2015-2016
6070908,SAN DIEGO,PUBLIC,RANCHO SANTA FE ELEMENTARY,RANCHO SANTA FE,R. ROGER ROWE MIDDLE,71,71,100,0,0,0,0,Y,7,2015-2016
6119119,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,EL CAJON,LITERACY FIRST CHARTER,122,119,98,0,0,3,2,Y,7,2015-2016
0120493,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,MONARCH,19,11,58,0,0,0,0,Y,7,2015-2016
0128520,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,SAN DIEGO COUNTY COMMUNITY,18,18,100,0,0,0,0,Y,7,2015-2016
6059687,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,MUIRLANDS MIDDLE,375,369,98,1,0,5,1,Y,7,2015-2016
3731189,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,PREUSS SCHOOL UCSD,120,120,100,0,0,0,0,Y,7,2015-2016
0111898,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,213,207,97,0,0,6,3,Y,7,2015-2016
0124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,15,15,100,0,0,0,0,Y,7,2015-2016
3731395,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDEO CHARTER,46,43,93,0,0,3,7,Y,7,2015-2016
6039143,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDUBON K-8,42,41,98,0,0,1,2,Y,7,2015-2016
6059588,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BELL MIDDLE,310,308,99,1,0,1,0,Y,7,2015-2016
6106173,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BETHUNE K-8,92,92,100,0,0,0,0,Y,7,2015-2016
6107056,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHALLENGER MIDDLE,318,316,99,0,0,2,1,Y,7,2015-2016
3730959,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHARTER SCHOOL OF SAN DIEGO,53,51,96,0,0,2,4,Y,7,2015-2016
0124347,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CITY HEIGHTS PREPARATORY CHARTER,53,53,100,0,0,0,0,Y,7,2015-2016
6114060,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CLARK MIDDLE,347,346,100,0,0,1,0,Y,7,2015-2016
6059596,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CORREIA MIDDLE,400,391,98,0,0,9,2,Y,7,2015-2016
3731551,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,"CREATIVE, PERFORMING, AND MEDIA ARTS",354,349,99,0,0,5,1,Y,7,2015-2016
6039457,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DARNALL CHARTER,67,65,97,0,0,2,3,Y,7,2015-2016
6106181,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DE PORTOLA MIDDLE,327,322,98,1,0,4,1,Y,7,2015-2016
0126151,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EPIPHANY PREP CHARTER,20,20,100,0,0,0,0,Y,7,2015-2016
6099063,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FARB MIDDLE,154,154,100,0,0,0,0,Y,7,2015-2016
6039630,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FULTON K-8,37,37,100,0,0,0,0,Y,7,2015-2016
0108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL K-8,40,40,100,0,0,0,0,Y,7,2015-2016
0119610,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOMPERS PREPARATORY ACADEMY,205,205,100,0,0,0,0,Y,7,2015-2016
6039671,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GRANT K-8,74,73,99,0,0,1,1,Y,7,2015-2016
6040018,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HARRIET TUBMAN VILLAGE CHARTER,35,33,94,0,0,1,3,Y,7,2015-2016
0128066,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEALTH SCIENCES MIDDLE,41,41,100,0,0,0,0,Y,7,2015-2016
0101204,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HIGH TECH MIDDLE,103,103,100,0,0,0,0,Y,7,2015-2016
0107573,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HIGH TECH MIDDLE MEDIA ARTS,104,102,98,0,0,2,2,Y,7,2015-2016
6117279,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HOLLY DRIVE LEADERSHIP ACADEMY,24,24,100,0,0,0,0,Y,7,2015-2016
0108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,43,27,63,0,0,0,0,Y,7,2015-2016
0116939,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATION MIDDLE,145,144,99,0,0,1,1,Y,7,2015-2016
0118083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATIONS ACADEMY,43,32,74,0,0,11,26,Y,7,2015-2016
3730116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHN MUIR,32,32,100,0,0,0,0,Y,7,2015-2016
6039812,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KEILLER LEADERSHIP ACADEMY,92,92,100,0,0,0,0,Y,7,2015-2016
6119598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ ACADEMY OF EXCELLENCE,60,60,100,0,0,0,0,Y,7,2015-2016
0111906,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ PREPARATORY ACADEMY,124,124,100,0,0,0,0,Y,7,2015-2016
0101345,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KIPP ADELANTE PREPARATORY ACADEMY,83,82,99,0,0,1,1,Y,7,2015-2016
0124115,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KNOX MIDDLE,195,195,100,0,0,0,0,Y,7,2015-2016
6040000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LANGUAGE ACADEMY,87,84,97,0,0,3,3,Y,7,2015-2016
0106799,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEARNING CHOICE ACADEMY,81,61,75,0,0,11,14,Y,7,2015-2016
6059638,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEWIS MIDDLE,376,376,100,0,0,0,0,Y,7,2015-2016
6039895,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOGAN K-8,46,46,100,0,0,0,0,Y,7,2015-2016
6039911,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LONGFELLOW K-8,51,50,98,0,0,1,2,Y,7,2015-2016
0109157,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,162,160,99,0,0,2,1,Y,7,2015-2016
6059646,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MANN MIDDLE,230,230,100,0,0,0,0,Y,7,2015-2016
6115331,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSHALL MIDDLE,605,601,99,0,0,4,1,Y,7,2015-2016
6059653,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSTON MIDDLE,265,262,99,0,0,3,1,Y,7,2015-2016
0117333,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MEMORIAL SCHOLARS & ATHLETES,130,130,100,0,0,0,0,Y,7,2015-2016
0117325,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MILLENNIAL TECH MIDDLE,155,155,100,0,0,0,0,Y,7,2015-2016
6059679,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MONTGOMERY MIDDLE,148,148,100,0,0,0,0,Y,7,2015-2016
3730751,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MT. EVEREST ACADEMY,30,27,90,0,0,3,10,Y,7,2015-2016
6115570,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MUSEUM,26,25,96,0,0,1,4,Y,7,2015-2016
0123778,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OLD TOWN ACADEMY K-8 CHARTER,29,25,86,0,0,2,7,Y,7,2015-2016
6059695,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PACIFIC BEACH MIDDLE,231,228,99,0,0,3,1,Y,7,2015-2016
6039929,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERKINS K-8,54,54,100,0,0,0,0,Y,7,2015-2016
6061972,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERSHING MIDDLE,228,226,99,0,0,2,1,Y,7,2015-2016
6040083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,RILEY NEW DAWN,12,12,100,0,0,0,0,Y,7,2015-2016
6059703,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROOSEVELT INTERNATIONAL MIDDLE,334,323,97,4,1,7,2,Y,7,2015-2016
6119168,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO COOPERATIVE CHARTER,50,45,90,0,0,5,10,Y,7,2015-2016
0125583,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO GLOBAL VISION ACADEMY MIDDLE,32,30,94,0,0,2,6,Y,7,2015-2016
3730371,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO SCPA,207,206,100,1,0,0,0,Y,7,2015-2016
6096598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,STANDLEY MIDDLE,387,383,99,1,0,3,1,Y,7,2015-2016
6059711,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TAFT MIDDLE,179,178,99,0,0,1,1,Y,7,2015-2016
6061964,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,THE O'FARRELL CHARTER,286,286,100,0,0,0,0,Y,7,2015-2016
0118000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,URBAN DISCOVERY ACADEMY CHARTER,47,47,100,0,0,0,0,Y,7,2015-2016
6097844,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WANGENHEIM MIDDLE,270,269,100,0,0,1,0,Y,7,2015-2016
6061980,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WILSON MIDDLE,213,212,100,1,0,0,0,Y,7,2015-2016
6104749,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,ENCINITAS,DIEGUENO MIDDLE,529,513,97,1,0,15,3,Y,7,2015-2016
6059737,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,ENCINITAS,OAK CREST MIDDLE,382,367,96,2,1,13,3,Y,7,2015-2016
6117352,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,SAN DIEGO,CARMEL VALLEY MIDDLE,584,578,99,1,0,4,1,Y,7,2015-2016
6061998,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,SOLANA BEACH,EARL WARREN MIDDLE,260,256,98,1,0,3,1,Y,7,2015-2016
0105684,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN ELIJO MIDDLE,636,616,97,3,0,17,3,Y,7,2015-2016
6039093,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN MARCOS MIDDLE,451,451,100,0,0,0,0,Y,7,2015-2016
6095061,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,WOODLAND PARK MIDDLE,468,464,99,0,0,4,1,Y,7,2015-2016
6040331,SAN DIEGO,PUBLIC,SAN PASQUAL UNION ELEMENTARY,ESCONDIDO,SAN PASQUAL UNION ELEMENTARY,58,53,91,0,0,5,9,Y,7,2015-2016
6119341,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN DIEGO,OCEAN VIEW HILLS,139,136,98,0,0,0,0,Y,7,2015-2016
6098453,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,SAN YSIDRO MIDDLE,278,277,100,0,0,1,0,Y,7,2015-2016
0123000,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,WILLOW ELEMENTARY,116,115,99,0,0,1,1,Y,7,2015-2016
6040372,SAN DIEGO,PUBLIC,SANTEE,EL CAJON,PEPPER DRIVE ELEMENTARY,72,72,100,0,0,0,0,Y,7,2015-2016
6040349,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CAJON PARK ELEMENTARY,115,114,99,0,0,1,1,Y,7,2015-2016
6040356,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON HILLS ELEMENTARY,61,59,97,0,0,2,3,Y,7,2015-2016
6068159,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON OAKS ELEMENTARY,112,111,99,1,1,0,0,Y,7,2015-2016
6040364,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CHET F. HARRITT ELEMENTARY,65,65,100,0,0,0,0,Y,7,2015-2016
6085161,SAN DIEGO,PUBLIC,SANTEE,SANTEE,HILL CREEK ELEMENTARY,92,91,99,0,0,1,1,Y,7,2015-2016
6040380,SAN DIEGO,PUBLIC,SANTEE,SANTEE,PRIDE ACADEMY AT PROSPECT AVENUE,49,49,100,0,0,0,0,Y,7,2015-2016
6085153,SAN DIEGO,PUBLIC,SANTEE,SANTEE,RIO SECO ELEMENTARY,118,118,100,0,0,0,0,Y,7,2015-2016
0123042,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,CHULA VISTA,HIGH TECH MIDDLE CHULA VISTA,103,99,96,0,0,4,4,Y,7,2015-2016
0119271,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,SAN MARCOS,HIGH TECH MIDDLE NORTH COUNTY,111,106,96,0,0,5,5,Y,7,2015-2016
0131193,SAN DIEGO,PUBLIC,SBE - THRIVE PUBLIC,SAN DIEGO,THRIVE PUBLIC,22,9,41,0,0,2,9,Y,7,2015-2016
6040505,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,IMPERIAL BEACH CHARTER,63,62,98,0,0,1,2,Y,7,2015-2016
6040513,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,NESTOR LANGUAGE ACADEMY CHARTER,64,62,97,1,2,1,2,Y,7,2015-2016
6120893,SAN DIEGO,PUBLIC,SPENCER VALLEY ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY SAN DIEGO,193,163,84,0,0,30,16,Y,7,2015-2016
6059745,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,BONITA VISTA MIDDLE,603,598,99,0,0,5,1,Y,7,2015-2016
6059752,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,CASTLE PARK MIDDLE,443,442,100,0,0,1,0,Y,7,2015-2016
6059760,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,CHULA VISTA MIDDLE,376,372,99,0,0,4,1,Y,7,2015-2016
6120968,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,EASTLAKE MIDDLE,796,793,100,0,0,3,0,Y,7,2015-2016
6062004,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,HILLTOP MIDDLE,484,474,98,0,0,10,2,Y,7,2015-2016
3731155,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,OPTIONS SECONDARY,12,11,92,0,0,0,0,Y,7,2015-2016
6114276,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,RANCHO DEL REY MIDDLE,932,925,99,0,0,7,1,Y,7,2015-2016
