School_Code,County,Public_Private,School_District,City,School_Name,Enrollment,UTD_NUMBER,UTD_PERCENTAGE,PME_NUMBER,PME_PERCENTAGE,PBE_PERCENTAGE,PBE_PERCENTAGE,REPORTED,Grade,YEAR
6111777,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MARTIN LUTHER KING JR. MIDDLE,555,548,99,7,1,0,0,Y,7,2013-2014
6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,55,54,98,0,0,1,2,Y,7,2013-2014
3731221,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,PACIFIC VIEW CHARTER,10,9,90,0,0,1,10,Y,7,2013-2014
6038913,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SANTA MARGARITA ELEMENTARY,54,51,94,3,6,0,0,Y,7,2013-2014
6115299,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,STUART MESA ELEMENTARY,35,34,97,0,0,1,3,Y,7,2013-2014
6038988,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,MEADOWBROOK MIDDLE,465,451,97,0,0,14,3,Y,7,2013-2014
6070866,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,TWIN PEAKS MIDDLE,408,396,97,1,0,11,3,Y,7,2013-2014
6107460,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,BERNARDO HEIGHTS MIDDLE,478,466,97,0,0,12,3,Y,7,2013-2014
6093223,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,BLACK MOUNTAIN MIDDLE,447,444,99,0,0,3,1,Y,7,2013-2014
6111306,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MESA VERDE MIDDLE,425,418,98,2,0,5,1,Y,7,2013-2014
0108332,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,OAK VALLEY MIDDLE,434,421,97,1,0,12,3,Y,7,2013-2014
6105563,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,OLIVE PEIRCE MIDDLE,409,396,97,0,0,13,3,Y,7,2013-2014
6106264,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,RAMONA COMMUNITY,21,19,90,0,0,2,10,Y,7,2013-2014
6070908,SAN DIEGO,PUBLIC,RANCHO SANTA FE ELEMENTARY,RANCHO SANTA FE,R. ROGER ROWE MIDDLE,89,85,96,1,1,3,3,Y,7,2013-2014
6119119,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,EL CAJON,LITERACY FIRST CHARTER,125,117,94,0,0,8,6,Y,7,2013-2014
0120493,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,MONARCH,16,16,100,0,0,0,0,Y,7,2013-2014
6059687,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,MUIRLANDS MIDDLE,332,322,97,0,0,10,3,Y,7,2013-2014
3731189,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA JOLLA,PREUSS SCHOOL UCSD,124,123,99,0,0,1,1,Y,7,2013-2014
0106799,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,LA MESA,LEARNING CHOICE ACADEMY,69,39,57,0,0,30,43,Y,7,2013-2014
0111898,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,118,113,96,0,0,5,4,Y,7,2013-2014
0124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,20,20,100,0,0,0,0,Y,7,2013-2014
3731395,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDEO CHARTER,23,20,87,0,0,3,13,Y,7,2013-2014
6039143,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AUDUBON K-8,44,43,98,0,0,1,2,Y,7,2013-2014
6059588,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BELL MIDDLE,306,302,99,0,0,4,1,Y,7,2013-2014
6106173,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BETHUNE K-8,97,97,100,0,0,0,0,Y,7,2013-2014
6107056,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHALLENGER MIDDLE,310,303,98,1,0,6,2,Y,7,2013-2014
3730959,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHARTER SCHOOL OF SAN DIEGO,31,27,87,0,0,4,13,Y,7,2013-2014
0124347,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CITY HEIGHTS PREPARATORY CHARTER,28,28,100,0,0,0,0,Y,7,2013-2014
6114060,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CLARK MIDDLE,364,363,100,0,0,1,0,Y,7,2013-2014
6059596,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CORREIA MIDDLE,422,410,97,0,0,12,3,Y,7,2013-2014
3731551,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,"CREATIVE, PERFORMING, AND MEDIA ARTS",320,313,98,0,0,7,2,Y,7,2013-2014
6039457,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DARNALL CHARTER,38,38,100,0,0,0,0,Y,7,2013-2014
6106181,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DE PORTOLA MIDDLE,340,334,98,0,0,6,2,Y,7,2013-2014
6099063,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FARB MIDDLE,163,162,99,1,1,0,0,Y,7,2013-2014
6039630,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FULTON K-8,33,33,100,0,0,0,0,Y,7,2013-2014
0108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL K-8,52,52,100,0,0,0,0,Y,7,2013-2014
0119610,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOMPERS PREPARATORY ACADEMY,197,196,99,0,0,1,1,Y,7,2013-2014
6039671,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GRANT K-8,72,70,97,0,0,2,3,Y,7,2013-2014
6040018,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HARRIET TUBMAN VILLAGE CHARTER,49,48,98,0,0,1,2,Y,7,2013-2014
0128066,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEALTH SCIENCES MIDDLE,37,37,100,0,0,0,0,Y,7,2013-2014
0101204,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HIGH TECH MIDDLE,110,103,94,0,0,7,6,Y,7,2013-2014
0107573,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HIGH TECH MIDDLE MEDIA ARTS,112,109,97,0,0,3,3,Y,7,2013-2014
6117279,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HOLLY DRIVE LEADERSHIP ACADEMY,17,17,100,0,0,0,0,Y,7,2013-2014
0108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,44,41,93,0,0,3,7,Y,7,2013-2014
0116939,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATION MIDDLE,218,218,100,0,0,0,0,Y,7,2013-2014
0118083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATIONS ACADEMY,39,35,90,0,0,4,10,Y,7,2013-2014
3730116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHN MUIR,30,29,97,0,0,1,3,Y,7,2013-2014
6039812,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KEILLER LEADERSHIP ACADEMY,101,100,99,0,0,1,1,Y,7,2013-2014
6119598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ ACADEMY OF EXCELLENCE,60,60,100,0,0,0,0,Y,7,2013-2014
0111906,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ PREPARATORY ACADEMY,120,120,100,0,0,0,0,Y,7,2013-2014
0101345,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KIPP ADELANTE PREPARATORY ACADEMY,94,89,95,0,0,5,5,Y,7,2013-2014
0124115,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KNOX MIDDLE,211,211,100,0,0,0,0,Y,7,2013-2014
6040000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LANGUAGE ACADEMY,83,77,93,0,0,6,7,Y,7,2013-2014
6059638,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEWIS MIDDLE,327,319,98,1,0,7,2,Y,7,2013-2014
6039895,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOGAN K-8,74,74,100,0,0,0,0,Y,7,2013-2014
6039911,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LONGFELLOW K-8,43,41,95,0,0,2,5,Y,7,2013-2014
0109157,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MAGNOLIA SCIENCE ACADEMY SAN DIEGO,123,117,95,0,0,6,5,Y,7,2013-2014
6059646,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MANN MIDDLE,250,249,100,0,0,1,0,Y,7,2013-2014
6115331,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSHALL MIDDLE,455,444,98,3,1,8,2,Y,7,2013-2014
6059653,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSTON MIDDLE,247,243,98,0,0,4,2,Y,7,2013-2014
0117333,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MEMORIAL SCHOLARS & ATHLETES,148,147,99,1,1,0,0,Y,7,2013-2014
0117325,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MILLENNIAL TECH MIDDLE,192,189,98,0,0,3,2,Y,7,2013-2014
6059679,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MONTGOMERY MIDDLE,180,180,100,0,0,0,0,Y,7,2013-2014
3730751,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MT. EVEREST ACADEMY,20,18,90,0,0,2,10,Y,7,2013-2014
6115570,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MUSEUM,27,26,96,0,0,1,4,Y,7,2013-2014
0123778,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OLD TOWN ACADEMY K-8 CHARTER,26,24,92,0,0,2,8,Y,7,2013-2014
6059695,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PACIFIC BEACH MIDDLE,181,177,98,0,0,4,2,Y,7,2013-2014
6039929,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERKINS K-8,60,60,100,0,0,0,0,Y,7,2013-2014
6061972,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERSHING MIDDLE,245,244,100,0,0,1,0,Y,7,2013-2014
6040083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,RILEY/NEW DAWN,13,12,92,0,0,1,8,Y,7,2013-2014
6059703,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROOSEVELT INTERNATIONAL MIDDLE,314,306,97,0,0,8,3,Y,7,2013-2014
6119168,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO COOPERATIVE CHARTER,57,47,82,0,0,10,18,Y,7,2013-2014
0125583,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO GLOBAL VISION ACADEMY MIDDLE,32,29,91,0,0,3,9,Y,7,2013-2014
3730371,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO SCPA,196,195,99,0,0,1,1,Y,7,2013-2014
6096598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,STANDLEY MIDDLE,350,344,98,0,0,6,2,Y,7,2013-2014
6059711,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TAFT MIDDLE,146,144,99,0,0,2,1,Y,7,2013-2014
6061964,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,THE O'FARRELL CHARTER,217,215,99,0,0,2,1,Y,7,2013-2014
0118000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,URBAN DISCOVERY ACADEMY CHARTER,22,20,91,0,0,2,9,Y,7,2013-2014
6097844,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WANGENHEIM MIDDLE,323,318,98,0,0,5,2,Y,7,2013-2014
6061980,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WILSON MIDDLE,213,213,100,0,0,0,0,Y,7,2013-2014
6104749,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,ENCINITAS,DIEGUENO MIDDLE,459,412,90,0,0,47,10,Y,7,2013-2014
6059737,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,ENCINITAS,OAK CREST MIDDLE,472,444,94,0,0,28,6,Y,7,2013-2014
6117352,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,SAN DIEGO,CARMEL VALLEY MIDDLE,792,777,98,2,0,13,2,Y,7,2013-2014
6061998,SAN DIEGO,PUBLIC,SAN DIEGUITO UNION HIGH,SOLANA BEACH,EARL WARREN MIDDLE,346,319,92,0,0,27,8,Y,7,2013-2014
0105684,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN ELIJO MIDDLE,584,564,97,3,1,17,3,Y,7,2013-2014
6039093,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,SAN MARCOS MIDDLE,452,450,100,1,0,1,0,Y,7,2013-2014
6095061,SAN DIEGO,PUBLIC,SAN MARCOS UNIFIED,SAN MARCOS,WOODLAND PARK MIDDLE,388,387,100,0,0,1,0,Y,7,2013-2014
6040331,SAN DIEGO,PUBLIC,SAN PASQUAL UNION ELEMENTARY,ESCONDIDO,SAN PASQUAL UNION ELEMENTARY,67,66,99,1,1,0,0,Y,7,2013-2014
6119341,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN DIEGO,OCEAN VIEW HILLS,128,128,100,0,0,0,0,Y,7,2013-2014
6098453,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,SAN YSIDRO MIDDLE,374,374,100,0,0,0,0,Y,7,2013-2014
0123000,SAN DIEGO,PUBLIC,SAN YSIDRO ELEMENTARY,SAN YSIDRO,WILLOW ELEMENTARY,120,118,98,0,0,2,2,Y,7,2013-2014
6040372,SAN DIEGO,PUBLIC,SANTEE,EL CAJON,PEPPER DRIVE ELEMENTARY,73,69,95,0,0,4,5,Y,7,2013-2014
6040349,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CAJON PARK ELEMENTARY,117,116,99,0,0,1,1,Y,7,2013-2014
6040356,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON HILLS ELEMENTARY,72,71,99,0,0,1,1,Y,7,2013-2014
6068159,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON OAKS ELEMENTARY,108,106,98,0,0,2,2,Y,7,2013-2014
6040364,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CHET F. HARRITT ELEMENTARY,48,45,94,0,0,3,6,Y,7,2013-2014
6085161,SAN DIEGO,PUBLIC,SANTEE,SANTEE,HILL CREEK ELEMENTARY,71,70,99,0,0,1,1,Y,7,2013-2014
6040380,SAN DIEGO,PUBLIC,SANTEE,SANTEE,PRIDE ACADEMY AT PROSPECT AVENUE,49,49,100,0,0,0,0,Y,7,2013-2014
6085153,SAN DIEGO,PUBLIC,SANTEE,SANTEE,RIO SECO ELEMENTARY,122,120,98,0,0,2,2,Y,7,2013-2014
0123042,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,CHULA VISTA,HIGH TECH MIDDLE CHULA VISTA,112,106,95,0,0,6,5,Y,7,2013-2014
0119271,SAN DIEGO,PUBLIC,SBC - HIGH TECH HIGH,SAN MARCOS,HIGH TECH MIDDLE NORTH COUNTY,107,101,94,0,0,6,6,Y,7,2013-2014
6040505,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,IMPERIAL BEACH CHARTER,54,52,96,0,0,2,4,Y,7,2013-2014
6040513,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,NESTOR LANGUAGE ACADEMY CHARTER,63,63,100,0,0,0,0,Y,7,2013-2014
6120893,SAN DIEGO,PUBLIC,SPENCER VALLEY ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO,300,214,71,0,0,86,29,Y,7,2013-2014
6059745,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,BONITA VISTA MIDDLE,582,572,98,0,0,10,2,Y,7,2013-2014
6059752,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,CASTLE PARK MIDDLE,439,436,99,1,0,2,0,Y,7,2013-2014
6059760,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,CHULA VISTA MIDDLE,490,485,99,0,0,5,1,Y,7,2013-2014
6120968,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,EASTLAKE MIDDLE,815,791,97,1,0,23,3,Y,7,2013-2014
6062004,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,HILLTOP MIDDLE,535,533,100,0,0,2,0,Y,7,2013-2014
3731155,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,OPTIONS SECONDARY,10,10,100,0,0,0,0,Y,7,2013-2014
6114276,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,RANCHO DEL REY MIDDLE,797,788,99,0,0,9,1,Y,7,2013-2014
6059778,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,NATIONAL CITY,GRANGER JUNIOR HIGH,328,327,100,0,0,1,0,Y,7,2013-2014
6059794,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,NATIONAL CITY,NATIONAL CITY MIDDLE,379,375,99,0,0,4,1,Y,7,2013-2014
6059786,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,MAR VISTA MIDDLE,451,449,100,0,0,2,0,Y,7,2013-2014
6070890,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,MONTGOMERY MIDDLE,402,395,98,0,0,7,2,Y,7,2013-2014
6062012,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,SOUTHWEST MIDDLE,329,327,99,1,0,1,0,Y,7,2013-2014
0101220,SAN DIEGO,PUBLIC,VALLECITOS ELEMENTARY,FALLBROOK,RAI ONLINE CHARTER,17,8,47,0,0,9,53,Y,7,2013-2014
6040562,SAN DIEGO,PUBLIC,VALLECITOS ELEMENTARY,RAINBOW,VALLECITOS ELEMENTARY,18,14,78,0,0,4,22,Y,7,2013-2014
6038962,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,PAUMA VALLEY,PAUMA ELEMENTARY,34,34,100,0,0,0,0,Y,7,2013-2014
6093272,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,VALLEY CENTER MIDDLE,273,262,96,0,0,11,4,Y,7,2013-2014
6112221,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,MADISON MIDDLE,411,406,99,0,0,5,1,Y,7,2013-2014
6107577,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,ROOSEVELT MIDDLE,380,366,96,1,0,13,3,Y,7,2013-2014
0128223,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BELLA MENTE MONTESSORI ACADEMY,15,7,47,0,0,8,53,Y,7,2013-2014
3730942,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,GUAJOME PARK ACADEMY CHARTER,209,199,95,0,0,10,5,Y,7,2013-2014
6059802,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,RANCHO MINERVA MIDDLE,306,305,100,0,0,1,0,Y,7,2013-2014
0114637,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",228,223,98,0,0,5,2,Y,7,2013-2014
0126300,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,VISTA VISIONS ACADEMY,11,11,100,0,0,0,0,Y,7,2013-2014
6059810,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,WASHINGTON MIDDLE,222,221,100,0,0,1,0,Y,7,2013-2014
3730975,SAN DIEGO,PUBLIC,WARNER UNIFIED,WARNER SPRINGS,WARNER JUNIOR/SENIOR HIGH,14,14,100,0,0,0,0,Y,7,2013-2014
6133680,SAN DIEGO,PRIVATE,,CARLSBAD,PACIFIC RIDGE SCHOOL,79,77,97,0,0,2,3,Y,7,2013-2014
6975841,SAN DIEGO,PRIVATE,,CARLSBAD,ST. PATRICK,44,42,95,0,0,2,5,Y,7,2013-2014
7031289,SAN DIEGO,PRIVATE,,CHULA VISTA,CALVARY CHRISTIAN ACADEMY,37,36,97,0,0,1,3,Y,7,2013-2014
6965537,SAN DIEGO,PRIVATE,,CHULA VISTA,PILGRIM LUTHERAN,14,14,100,0,0,0,0,Y,7,2013-2014
6981047,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. JOHN'S EPISCOPAL ELEMENTARY,30,30,100,0,0,0,0,Y,7,2013-2014
6975866,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. PIUS X,30,30,100,0,0,0,0,Y,7,2013-2014
6975874,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. ROSE OF LIMA SCHOOL,38,37,97,0,0,1,3,Y,7,2013-2014
6975650,SAN DIEGO,PRIVATE,,CORONADO,SACRED HEART PARISH SCHOOL,26,26,100,0,0,0,0,Y,7,2013-2014
6938849,SAN DIEGO,PRIVATE,,EL CAJON,CHRISTIAN JUNIOR / SENIOR HIGH,66,59,89,0,0,7,11,Y,7,2013-2014
6141907,SAN DIEGO,PRIVATE,,EL CAJON,FOOTHILLS CHRISTIAN JR. HIGH SCHOOL,28,22,79,0,0,6,21,Y,7,2013-2014
6975510,SAN DIEGO,PRIVATE,,EL CAJON,HOLY TRINITY ELEMENTARY,16,15,94,0,0,1,6,Y,7,2013-2014
6975589,SAN DIEGO,PRIVATE,,EL CAJON,OUR LADY OF GRACE SCHOOL,35,35,100,0,0,0,0,Y,7,2013-2014
6975767,SAN DIEGO,PRIVATE,,EL CAJON,ST. KIERAN CATHOLIC SCHOOL,13,13,100,0,0,0,0,Y,7,2013-2014
7077217,SAN DIEGO,PRIVATE,,ENCINITAS,EDISON ACADEMY,12,12,100,0,0,0,0,Y,7,2013-2014
7051352,SAN DIEGO,PRIVATE,,ENCINITAS,ENCINITAS COUNTRY DAY SCHOOL,15,14,93,0,0,1,7,Y,7,2013-2014
7077266,SAN DIEGO,PRIVATE,,ENCINITAS,"GRAUER, THE",23,22,96,0,0,1,4,Y,7,2013-2014
6140081,SAN DIEGO,PRIVATE,,ENCINITAS,SAINT JOHN THE EVANGELIST,40,39,98,0,0,1,3,Y,7,2013-2014
6975312,SAN DIEGO,PRIVATE,,ESCONDIDO,CALVIN CHRISTIAN,34,32,94,0,0,2,6,Y,7,2013-2014
6975445,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO ADVENTIST ACADEMY,20,19,95,0,0,1,5,Y,7,2013-2014
6975437,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO CHRISTIAN,20,20,100,0,0,0,0,Y,7,2013-2014
6965511,SAN DIEGO,PRIVATE,,ESCONDIDO,GRACE LUTHERAN SCHOOL,21,19,90,1,5,1,5,Y,7,2013-2014
6975452,SAN DIEGO,PRIVATE,,ESCONDIDO,LIGHT & LIFE CHRISTIAN SCHOOL,18,15,83,0,0,3,17,Y,7,2013-2014
6975791,SAN DIEGO,PRIVATE,,ESCONDIDO,ST. MARY'S SCHOOL,22,20,91,0,0,2,9,Y,7,2013-2014
7069065,SAN DIEGO,PRIVATE,,FALLBROOK,ST. PETER THE APOSTLE CATHOLIC SCHOOL,16,16,100,0,0,0,0,Y,7,2013-2014
6954648,SAN DIEGO,PRIVATE,,FALLBROOK,ZION LUTHERAN,11,11,100,0,0,0,0,Y,7,2013-2014
6975262,SAN DIEGO,PRIVATE,,LA JOLLA,ALL HALLOWS ACADEMY,22,22,100,0,0,0,0,Y,7,2013-2014
6938815,SAN DIEGO,PRIVATE,,LA JOLLA,"BISHOP'S SCHOOL, THE",87,87,100,0,0,0,0,Y,7,2013-2014
6939045,SAN DIEGO,PRIVATE,,LA JOLLA,LA JOLLA COUNTRY DAY SCHOOL,97,97,100,0,0,0,0,Y,7,2013-2014
7051360,SAN DIEGO,PRIVATE,,LA JOLLA,SAN DIEGO FRENCH AMERICAN SCHOOL,29,25,86,0,0,4,14,Y,7,2013-2014
6975932,SAN DIEGO,PRIVATE,,LA JOLLA,STELLA MARIS ACADEMY,24,24,100,0,0,0,0,Y,7,2013-2014
6965503,SAN DIEGO,PRIVATE,,LA MESA,CHRIST LUTHERAN ELEMENTARY,19,19,100,0,0,0,0,Y,7,2013-2014
6927636,SAN DIEGO,PRIVATE,,LA MESA,MT. HELIX ACADEMY,26,21,81,0,0,5,19,Y,7,2013-2014
6965552,SAN DIEGO,PRIVATE,,LA MESA,ST. MARTIN ACADEMY,28,27,96,0,0,1,4,Y,7,2013-2014
6975742,SAN DIEGO,PRIVATE,,LEMON GROVE,SAINT JOHN OF THE CROSS CATHOLIC SCHOOL,64,64,100,0,0,0,0,Y,7,2013-2014
6939326,SAN DIEGO,PRIVATE,,NATIONAL CITY,SAN DIEGO ACADEMY,25,23,92,1,4,1,4,Y,7,2013-2014
6975817,SAN DIEGO,PRIVATE,,OCEANSIDE,ST. MARY STAR OF THE SEA ELEMENTARY,27,27,100,0,0,0,0,Y,7,2013-2014
6130777,SAN DIEGO,PRIVATE,,POWAY,NEWBRIDGE SCHOOL,16,13,81,0,0,3,19,Y,7,2013-2014
6975833,SAN DIEGO,PRIVATE,,POWAY,ST. MICHAEL'S SCHOOL,65,65,100,0,0,0,0,Y,7,2013-2014
6203491,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,HORIZON PREP,29,20,69,0,0,9,31,Y,7,2013-2014
7093602,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,"NATIVITY SCHOOL, THE",23,22,96,0,0,1,4,Y,7,2013-2014
